Names,ShortName,RA,DEC,Designation,Adopted_SpT,Chisqr,Dwarf_Type,SNR,SPT_B06,SPT_C18,SPT_K10,SpT_simbad,References,Refs.,Parallax,Parallax_err,Parallax_ref,Jmag,Hmag,Kmag,AbsMag
2MASS J18064570+2923591,J1806+2923,271.69043,29.39975,J18064570+2923591,M9,23177.62,0,133,M9,M8,M8,M8.3V,2014ApJ...794..143B,2,25.521,0.167,2020yCat.1350....0G,14.2,13.43,12.94,11.23
2MASSI J1807159+501531,J1807+5015,271.81638,50.258778,J18071593+5015316,L2beta,13271.11,2,118,L2beta,L1,L2beta,L1,2008ApJ...681..579B,38,68.466,0.098,2020yCat.1350....0G,12.93,12.13,11.6,12.11
WISE J180901.07+383805.4,J1809+3838,272.25446,38.634834,J18090107+3838054,T7,1014.69,0,3,T7,T7,T7,T7.5,2012ApJ...760..152L,57,52.4,2.3,2020AJ....159..257B,,,,
WISE J180952.53-044812.5,J1809-0448,272.46887,-4.8034725,J18095253-0448125,T0,3693.62,0,44,T0,T0,T0,T1,2013ApJS..205....6M,28,49.3,3.4,2020AJ....159..257B,15.14,14.28,13.96,13.6
LSPM J1810+4309,J1810+4309,272.65079,43.150806,J18103619+4309029,sdM4,1661.78,-2,56,sdM4,sdM4,sdM4,,2016ApJ...817..112S,11,4.964,0.094,2020yCat.1350....0G,15.34,14.94,14.66,8.82
2MASS J18112466+3748513,J1811+3748,272.85272,37.814251,J18112466+3748513,d/sdM9,3113.59,-1,4,d/sdM9,M7,M7,M::,2004AJ....127.2856B,12,12.695,0.189,2020yCat.1350....0G,15.54,15.22,15.47,11.05
SIMP J18115567+2728407,J1811+2728,272.9819583,27.47797222,J18115567+2728407,L1,3038.13,0,36,L1,L2beta,L1,L2.5,2016ApJ...830..144R,19,0,0,,16.19,15.33,14.88,
2MASS J18131803+5101246,J1813+5101,273.32513,51.023499,J18131803+5101246,L4,4807.46,0,47,L4,L5,L5,L4.5,2010ApJS..190..100K,9,0,0,,15.92,15.11,14.43,
2MASS J18212815+1414010,J1821+1414,275.36731,14.233611,J18212815+1414010,L5,26422.95,0,148,L5,L5,L5,L5,2008ApJ...686..528L,137,107.034,0.186,2020yCat.1350....0G,13.43,12.4,11.65,13.58
2MASS J1822433+531850,J1822+5318,275.68042,53.313889,J1822433+531850,M6,2944.52,0,55,M6,M6,M6,,This paper,6,7.238,0.174,2020yCat.1350....0G,15.49,14.87,14.61,9.79
2MASS J18244344+2937133,J1824+2937,276.18097,29.620361,J18244344+2937133,M6,854.98,0,42,M6,M6,M6,M6V,2004AJ....127.2856B,12,7.136,0.355,2020yCat.1350....0G,15.89,15.8,15.68,10.15
2MASS J18282794+1453337,J1828+1453,277.11642,14.892694,J18282794+1453337,M9,2921.74,0,24,M9,M8,M8,M8.5,2010ApJS..190..100K,9,12.648,1.172,2020yCat.1350....0G,15.98,15.25,14.9,11.49
2MASS J18283572-4849046,J1828-4849,277.14883,-48.817944,J18283572-4849046,T6,1386.99,0,6,T6,T6,T6,T6,2004AJ....127.2856B,12,87.9,2,2013MNRAS.433.2054S,15.18,14.91,15.18,14.89
2MASS J18284076+1229207,J1828+1229,277.16983,12.489083,J18284076+1229207,d/sdM8,7351.55,-1,94,d/sdM8,d/sdM8,d/sdM9,M7.5p,2010ApJS..190..100K,9,20.613,0.209,2020yCat.1350....0G,14.6,14.05,13.79,11.18
WISE J183058.56+454257.4,J1830+4542,277.74399,45.715946,J18305856+4542574,L9,2340.36,0,24,L9,T0,L9,L9,2011ApJS..197...19K,31,0,0,,17.22,16.08,15.37,
2MASS J1835379+325954,J1835+3259,278.90793,32.998333,J1835379+325954,M8,569.41,0,19,M8,M8,M8,M8.5V,2003AJ....125.1598L,138,175.793,0.047,2020yCat.1350....0G,10.27,9.62,9.17,11.5
2MASS J18355309-3217129,J1835-3217,278.97122,-32.286915,J18355309-3217129,d/sdM5,8209.58,-1,45,d/sdM5,d/sdM5,d/sdM7,M7p,2010ApJS..190..100K,9,10.028,0.301,2020yCat.1350....0G,15.44,15.07,14.71,10.44
2MASS J1839059+365547,J1839+3655,279.77457,36.929722,J1839059+365547,d/sdM7,3760.34,-1,43,d/sdM7,M6,d/sdM7,,This paper,6,7.655,0.233,2020yCat.1350....0G,15.99,15.48,15.29,10.41
SDSS J183929.17+442438,J1839+4424,279.87152,44.410557,J18392917+442438,M8,13179.37,0,112,M8,M8,M8,M8.9V,2014ApJ...794..143B,2,26.545,0.408,2020yCat.1350....0G,13.43,12.79,12.36,10.55
2MASSW J1841086+311727,J1841+3117,280.28586,31.291082,J18410861+3117279,L5,1435.2,0,47,L5,L6,L4,L4Vpec,2000AJ....120..447K,74,23.57,1.89,2012ApJ...752...56F,16.16,14.97,14.22,13.02
2MASS J18411320-4000124,J1841-4000,280.30496,-40.003445,J18411320-4000124,M8beta,6590.86,2,26,M8beta,M7gamma,d/sdM6,M7.5Ve,2004AJ....127.2856B,12,8.24,0.476,2020yCat.1350....0G,15.94,15.02,15.22,10.52
LHS 3406,J1843+4040,280.8421,40.672501,J1843221+404021,M8,26569.93,0,114,M8,M7,M7gamma,M7.5Ve,2003AJ....126.2421C,17,69.635,0.042,2020yCat.1350....0G,11.31,10.69,10.31,10.53
2MASS J18451926+38534884,J1845+3853,281.3287083,38.890225,J18451926+38534884,M0,28231.18,0,206,M0,M0,M1,M8,2019ApJ...883..205B,51,54.946,0.07,2020yCat.1350....0G,12.48,12.18,12.12,11.18
WISE J185215.76+353716.7,J1852+3537,283.06567,35.621304,J18521576+3537167,T7,1376.88,0,5,T7,T7,T7,T7,2011ApJS..197...19K,31,66.3,2.9,2020AJ....159..257B,16.5,17.41,17.08,15.61
2MASS J1852192+351453,J1852+3514,283.07999,35.248055,J1852192+351453,M6,2171.09,0,30,M6,M6,M6,,This paper,6,1.568,0.353,2020yCat.1350....0G,15.84,15.57,15,6.81
2MASS J18530004-4133275,J1853-4133,283.25018,-41.557636,J18530004-4133275,d/sdM4,9488.48,-1,34,d/sdM4,M6,d/sdM5,M7pec,2004AJ....127.2856B,12,6.719,0.279,2020yCat.1350....0G,15.68,15.06,15.11,9.82
WISE J18584722-2420518,J1858-2420,284.69675,-24.347723,J18584722-2420518,M8beta,5919.78,2,88,M8beta,M8beta,M8beta,,2018A&A...619L...8R,5,31.196,0.129,2020yCat.1350....0G,13.15,12.48,12.07,10.62
2MASS J19010601+4718136,J1901+4718,285.27502,47.303776,J19010601+4718136,T5,6288.36,0,20,T5,T5,T5,T5,2004AJ....127.2856B,12,54.5,4.3,2020AJ....159..257B,15.86,15.47,15.64,14.54
WISE J190624.74+450807.1,J1906+4508,286.60309,45.135307,J19062474+4508071,T6,2234.23,0,13,T6,T6,T6,T6,2011ApJS..197...19K,31,54.1,3,2020AJ....159..257B,16.32,16.13,16.11,14.99
WISE J19072256+4727453,J1907+4727,286.851625,47.47011111,J19072256+4727453,L6,2412.46,0,36,L6,L3,L3,,2017AJ....153..196S,29,,,,16.4,15.27,14.33,
DENIS-P J1909081-193748,J1909-1937,287.28421,-19.629972,J19090821-1937479,L2beta,7818.45,2,95,L2beta,L2,L2,L1.0,2008MNRAS.383..831P,82,45.824,0.428,2020yCat.1350....0G,14.52,13.54,12.92,12.83
2MASS J19163888-3700026,J1916-3700,289.16199,-37.000721,J19163888-3700026,L1,896.23,0,19,L1,L1,L1,L1,2010ApJS..190..100K,9,19.979,1.406,2020yCat.1350....0G,15.67,14.88,14.38,12.17
WISE J191915.54+304558.4,J1919+3045,289.81476,30.766222,J19191554+3045584,L9,9099.36,0,55,L9,L8,L6beta,L6,2013PASP..125..809T,50,46.3,4.1,2020AJ....159..257B,15.57,14.6,13.94,13.9
2MASS J19223062+6610194,J1922+6610,290.6275833,66.17206667,J192230621+66101944,L2beta,8565.99,2,105,L2beta,L2beta,L2beta,L1,2008AJ....136.1290R,37,25.131,0.454,2020yCat.1350....0G,14.57,13.69,13.16,11.57
2MASS J19233810-3308410,J1923-3308,290.90875,-33.144726,J19233810-3308410,M7gamma,23564.52,1,175,M7gamma,d/sdM8,d/sdM8,M8.5V,2014ApJ...794..143B,2,35.141,0.127,2020yCat.1350....0G,13.28,12.67,12.25,11.01
NLTT 47780,J1924+5506,291.03577,55.114555,J19240858+5506524,M7gamma,1343.62,1,14,M7gamma,M8beta,M8beta,M7.5,2008ApJ...686..528L,137,11.217,0.312,2020yCat.1350....0G,15.49,15.05,14.73,10.74
2MASS J19285196-4356256,J1928-4356,292.21649,-43.940445,J19285196-4356256,L6,1587.66,0,50,L6,L6,L3,L6,2010ApJ...710.1142B,15,34.977,1.006,2020yCat.1350....0G,15.2,14.13,13.46,12.92
SSSPM 1930-4311,J1929-4310,292.42081,-43.176891,J19294099-4310368,sdM8,2693.58,-2,93,sdM8,sdM8,sdM8,sdM7,2004A&A...425..519S,139,12.437,0.15,2020yCat.1350....0G,14.79,14.23,14.09,10.27
2MASS J19310458-0306186,J1931-0306,292.7690833,-3.105180556,J193104582-03061865,M6,9218.22,0,167,M6,M6,M6,M5.0,2018MNRAS.479.2351W,140,54.508,0.04,2020yCat.1350....0G,11.15,10.56,10.23,9.83
WISE J19323571+0133556,J1932+0133,293.1488,1.5654444,J19323571+0133556,M0,705.22,0,8,M0,esdM0,M0,,This paper,6,0,0,,15.78,15.05,14.71,
DENIS JJ1934511-184134,J1934-1841,293.71292,-18.692778,J1934511-184134,M8,8221.61,0,97,M8,M8,M8,M8.5V,2014ApJ...794..143B,2,19.322,0.382,2020yCat.1350....0G,14.43,13.66,13.29,10.86
2MASS J19355595-2846343,J1935-2846,293.98312,-28.776194,J19355595-2846343,L2beta,16950.98,2,130,L2beta,M9gamma,L0,L0.0,2013ApJ...772...79A,68,17.497,0.283,2020yCat.1350....0G,13.95,13.18,12.71,10.17
2MASS J19390462-4239251,J1939-4239,294.76926,-42.656975,J19390462-4239251,M9,1077.93,0,11,M9,M9,M9,M9:,2008AJ....135..785W,76,28.331,0.21,2020yCat.1350....0G,14.16,13.42,12.94,11.42
WISE J194128.98-342335.8,J1941-3423,295.37076,-34.393059,J19412898-3423358,M7,9204.19,0,62,M7,d/sdM9,d/sdM9,M8.5V,2014ApJ...787..126L,4,21.808,0.253,2020yCat.1350....0G,14.51,13.96,13.69,11.21
2MASS J19415295-0208446,J1941-0208,295.470625,-2.145725,J194152951-02084461,sdM7,9034.54,-2,89,sdM7,sdM7,sdM9.5,sdM8,2016ApJS..224...36K,26,15.558,0.132,2020yCat.1350....0G,14.62,14.14,13.99,10.58
2MASS J19415458+6826021,J1941+6826,295.47742,68.433914,J19415458+6826021,L2,764.97,0,27,L2,L2,L2,L2,2010ApJS..190..100K,9,0,0,,16.3,15.23,14.57,
LHS 3480,J1944-2230,296.09164,-22.514833,J19442199-2230534,d/sdM6,16453.63,-1,90,d/sdM6,M5,d/sdM7,sdM4.0,2013MNRAS.434.1005Z,141,17.627,0.045,2020yCat.1350....0G,13.05,12.53,12.25,9.28
2MASS J19445221-0831036,J1944-0831,296.21756,-8.5176668,J19445221-0831036,d/sdM6,4048.6,-1,46,d/sdM6,d/sdM6,d/sdM6,M6V,2004AJ....127.2856B,12,3.387,0.832,2020yCat.1350....0G,15.82,15.32,15.39,8.46
LHS 3481,J1945-0917,296.31152,-9.2994728,J19451476-0917581,sdM4,1710.78,-2,65,sdM4,sdM4,sdM4,sdM2.5,2013MNRAS.434.1005Z,141,6.388,0.061,2020yCat.1350....0G,13.84,13.27,13.03,7.86
LEHPM 2-90,J1945-2557,296.39563,-25.955278,J19453495-2557190,d/sdM8,30183.37,-1,204,d/sdM8,M7gamma,d/sdM8,M9,2014ApJ...794..143B,2,49.359,0.094,2020yCat.1350....0G,12.35,11.84,11.51,10.81
2MASS J19464850-1145202,J1946-1145,296.70206,-11.755611,J19464850-1145202,M9,4901.91,0,84,M9,M9,M9,,2021A&A...645A.100S,100,25.408,0.317,2020yCat.1350....0G,14.7,13.9,13.36,11.72
2MASS J19475198-3438572,J1947-3438,296.96658,-34.649223,J19475198-3438572,M7gamma,1181.04,1,25,M7gamma,M8beta,M8beta,M7.5,2010ApJS..190..100K,9,16.744,0.469,2020yCat.1350....0G,15.04,14.32,14.01,11.16
2MASS J19495702+6222440,J1949+6222,297.48758,62.378887,J19495702+6222440,L1beta,743.48,2,17,L1beta,L1beta,L2,L2,2010ApJS..190..100K,9,0,0,,16.36,15.47,14.75,
WISE J195113.62-331115.7,J1951-3311,297.80676,-33.187695,J19511362-3311157,L1,2300.19,0,37,L1,L2beta,L1,L1pec?,2013PASP..125..809T,50,22.959,1.043,2020yCat.1350....0G,15.71,15.02,14.51,12.51
WISE J195311.04-022954.7,J1953-0229,298.29599,-2.4983335,J19531104-0229547,M9gamma,7799.85,1,34,M9gamma,L2beta,L0,L2pec,2014ApJ...787..126L,4,22.585,1.419,2020yCat.1350....0G,15.64,14.86,14.45,12.41
2MASS J19561542-1754252,J1956-1754,299.06424,-17.907,J19561542-1754252,M8,1850.31,0,78,M8,M8,M8,M8.5V,2014ApJ...794..143B,2,28.538,0.199,2020yCat.1350....0G,13.75,13.11,12.65,11.03
LEHPM 2-15,J1956-4216,299.23911,-42.268612,J19565739-4216070,sdM7,18528.64,-2,173,sdM7,sdM7,sdM7,M5,2004A&A...421..763P,71,33.666,0.062,2020yCat.1350....0G,,,,
2MASS J20014571-3805580,J2001-3805,300.44046,-38.099442,J20014571-3805580,M4,640.58,0,12,M4,M4,M4,M4,2007AJ....134.1162L,72,3.159,0.607,2020yCat.1350....0G,16,15.05,15.12,8.5
WISE J200252.08-443312.6,J2002-4433,300.717,-44.55100278,J200252081-44330361,M7,17503.57,0,122,M7,M7,M7,M8,2016ApJS..224...36K,26,30.427,0.158,2020yCat.1350....0G,13.53,12.99,12.59,10.94
2MASS J20033545+1158552,J2003+1158,300.89771,11.981999,J20033545+1158552,M6,671.86,0,24,M6,M6,M6,M5.5,2010ApJS..190..100K,9,4.67,0.521,2020yCat.1350....0G,15.81,15.54,14.97,9.15
2MASSI J2004536-141622,J2004-1416,301.2237083,-14.27309722,J200453696-14162315,M8,27254.96,0,221,M8,M8,M8,M7.5,2009AJ....137....1F,36,40.201,0.128,2020yCat.1350....0G,13.13,12.48,12.04,11.15
WISE J20070619-0409032,J2007-0409,301.77579,-4.1508889,J20070619-0409032,M8beta,28439.66,2,98,M8beta,M8beta,d/sdM6,,2018A&A...619L...8R,5,16.575,0.2,2020yCat.1350....0G,14.63,13.96,13.59,10.72
WISE J200804.71-083428.5,J2008-0834,302.01962,-8.5745831,J20080471-0834285,T5,1335.18,0,11,T5,T5,T5,T5.5,2013ApJS..205....6M,28,54.2,3.8,2020AJ....159..257B,16.37,16.69,15.66,15.04
WISE J201204.10+672607.9,J2012+6726,303.0156667,67.43491389,J201203761+67260569,L7,638.04,0,8,L6beta,L5,L6beta,L7,2017AJ....153..196S,29,0,0,,17.15,15.85,15.12,
DENIS J20131080-1242440,J2013-1242,303.29501,-12.712222,J20131084-1242452,L2beta,1525.57,2,73,L2beta,L2beta,L2beta,L0.7V,2010A&A...517A..53M,142,21.753,0.456,2020yCat.1350....0G,14.67,13.87,13.3,11.36
2MASS J20135152-2806020,J2013-2806,303.46466,-28.100555,J20135152-2806020,M9gamma,19308.76,1,128,M9gamma,M9gamma,M9gamma,L0gamma,2013ApJ...772...79A,68,21.048,0.322,2020yCat.1350....0G,14.24,13.46,12.94,10.86
2MASS J20140681-0036482,J2014-0036,303.52838,-0.6133889,J20140681-0036482,M7,759.48,0,12,M7,M8beta,M8beta,,2016ApJ...817..112S,11,12.95,0.484,2020yCat.1350....0G,15.43,14.81,14.62,10.99
WISE J20150266-0726503,J2015-0726,303.76108,-7.4473057,J20150266-0726503,M7,3495.61,0,39,M7,M7,M7,,2018A&A...619L...8R,5,12.331,0.294,2020yCat.1350....0G,15.09,14.69,14.22,10.54
LEHPM 2-845,J2024-3422,306.21603,-34.377747,J20245185-3422399,M3,575.63,0,13,M3,M0,M3,,2004A&A...421..763P,71,2.768,0.211,2020yCat.1350....0G,16.84,15.63,16.19,9.05
2MASS J20263647+0439400,J2026+0439,306.65195,4.6611114,J20263647+0439400,L0,12717.31,0,121,L0,M8,M9,M8.5V,2014ApJ...794..143B,2,27.932,0.252,2020yCat.1350....0G,14.16,13.47,12.93,11.39
SDSS J202820.32+005226.5,J2028+0052,307.08481,0.87402779,J20282035+0052265,L2,13391.92,0,166,L2,L2,L2,L2.5,2004AJ....127.2856B,12,29.565,0.562,2020yCat.1350....0G,14.3,13.38,12.79,11.65
2MASS J20283175+6925116,J2028+6925,307.13229,69.419884,J20283175+6925116,M5,581.08,0,12,M5,M5,M5,M4.5,2010ApJS..190..100K,9,4.377,0.189,2020yCat.1350....0G,16,15.42,15.09,9.21
2MASS J20342948+6727398,J2034+6727,308.62283,67.461052,J20342948+6727398,L1beta,1991.57,2,8,L1beta,M9,M9,,2010ApJS..190..100K,9,-0.686,1.046,2020yCat.1350....0G,16.26,15.56,15.1,
2MASS J20343769+0827009,J2034+0827,308.65704,8.4502497,J20343769+0827009,L1,1684.47,0,105,L1,L1,L1,L1,2010ApJ...710.1142B,15,35.566,0.347,2020yCat.1350....0G,14.46,13.59,13.08,12.22
2MASS J2035203-311008,J2035-3110,308.83459,-31.168888,J2035203-311008,M8beta,12577.51,2,154,M8beta,M7gamma,M7gamma,M7.9V,2014ApJ...794..143B,2,29.706,0.118,2020yCat.1350....0G,13.19,12.58,12.16,10.56
2MASS J20364425-0847138,J2036-0847,309.184375,-8.787183333,J203644257-08471386,d/sdM8,25883.29,-1,201,d/sdM8,d/sdM8,d/sdM8,M8.5V,2014ApJ...787..126L,4,35.44,0.171,2020yCat.1350....0G,13.42,12.88,12.43,11.17
LHS 3566,J2039-2926,309.84906,-29.442638,J20392378-2926335,d/sdM6,6862.92,-1,64,d/sdM6,d/sdM6,d/sdM6,M6Ve,2004AJ....127.2856B,12,55.895,0.053,2020yCat.1350....0G,11.36,10.74,10.37,10.09
WISE J204027.24+695923.7,J2040+6959,310.11349,69.989716,J20402724+6959237,sdL0,8459.41,-2,53,sdL0,sdL0,sdL0,sdL0,2014ApJ...787..126L,4,30.402,0.096,2020yCat.1350....0G,,,,
2MASS J20414283-3506442,J2041-3506,310.42847,-35.112278,J20414283-3506442,L2,2349.92,0,56,L2,L2,L2,L2,2014ApJ...794..143B,2,25.826,1.183,2020yCat.1350....0G,14.89,13.99,13.4,11.95
LEHPM 2-349,J2042-4722,310.59313,-47.369389,J20422235-4722098,esdM0,1621.95,-3,16,esdM0,esdM0,esdM0,,2004A&A...421..763P,71,3.694,0.3,2020yCat.1350....0G,16.42,15.68,15.78,9.26
SDSS J204317.69-155103.4,J2043-1551,310.8237,-15.850862,J20431769-1551031,L9,2651.77,0,22,L9,T0,L9,L9.5,2006AJ....131.2722C,7,22.8,4.7,2013MNRAS.433.2054S,16.62,16.05,15.4,13.41
WISE J204356.42+622049.0,J2043+6220,310.98511,62.346943,J20435642+6220490,T2,2974.38,0,22,T2,T2,T2,T1.5,2013ApJS..205....6M,28,37.5,3.2,2021ApJS..253....7K,15.6,14.7,14.42,13.47
SDSS J204724.7+142152,J2047+1421,311.85291,14.364445,J2047247+142152,M8,71.17,0,9,M8,M8,M8,M8.9V,2014ApJ...794..143B,2,44.125,0.106,2020yCat.1350....0G,13.04,12.31,11.88,11.26
SDSS J204749.61-071818.3,J2047-0718,311.9566,-7.3048892,J20474959-0718176,L9,3578.77,0,30,L9,T0,L9,L9.5,2010ApJ...710.1142B,15,33.2,5.5,2013MNRAS.433.2054S,16.7,15.88,15.34,14.31
2MASS J20494090+1140068,J2049+1140,312.42041,11.668556,J20494090+1140068,M8beta,1042.03,2,32,M8beta,M8beta,M8beta,M7.5V,2004AJ....127.2856B,12,6.549,0.711,2020yCat.1350....0G,16.26,15.64,14.96,10.34
LEHPM 2-246,J2050-3358,312.6828,-33.976639,J20504387-3358359,M6,6383.48,0,97,M6,M6,d/sdM6,,2004A&A...421..763P,71,17.873,0.137,2020yCat.1350....0G,13.82,13.15,12.85,10.08
WISEA J205202.06-204313.0,J2052-2043,313.0085833,-20.72027778,J20520174-2043119,L5,3043.02,0,23,L5,L8,L8,L8,2016ApJ...817..112S,11,0,0,,16.81,15.46,14.8,
LEHPM 2-381,J2052-4758,313.11713,-47.976723,J20522811-4758362,M8,23990.89,0,175,M8,M8,M8,M8e,2014ApJ...794..143B,2,42.663,0.157,2020yCat.1350....0G,12.94,12.29,11.88,11.09
2MASSI J2054358+151904,J2054+1519,313.64935,15.317861,J20543585+1519043,L1beta,2211.39,2,51,L1beta,L1beta,L1beta,L0.3V,2014ApJ...794..143B,2,0,0,,16.37,15.42,14.98,
2MASS J2055213+194157,J2055+1941,313.83875,19.699165,J2055213+194157,M6,3491.64,0,48,M6,d/sdM5,d/sdM5,,This paper,6,6.131,0.392,2020yCat.1350....0G,15.98,15.45,15.45,9.92
2MASSI J2057153+171515,J2057+1715,314.31409,17.254278,J20571538+1715154,L1beta,2083.06,2,55,L1beta,L1beta,L1beta,L1.5V,2014ApJ...794..143B,2,0,0,,15.96,15.19,14.5,
2MASSI J2057540-025230,J2057-0252,314.47537,-2.8750558,J20575409-0252302,L2beta,22411.15,2,195,L2beta,L2,L2beta,L1,2004AJ....127.2856B,12,64.71,0.166,2020yCat.1350....0G,13.12,12.27,11.72,12.18
2MASS J20575592-0050060,J2057-0050,314.483,-0.83499998,J20575592-0050060,M8,12744.07,0,100,M8,M8,M8,M9V,2014ApJ...794..143B,2,13.857,0.46,2020yCat.1350....0G,14.97,14.23,13.77,10.68
2MASS J2058508-391320,J2058-3913,314.71167,-39.222221,J2058508-391320,M6,1599.92,0,19,M6,M6,d/sdM6,,This paper,6,7.492,0.462,2020yCat.1350....0G,16.08,15.61,15.16,10.46
2MASSI J2104149-103736,J2104-1037,316.06213,-10.626917,J21041491-1037369,L2,4663.14,0,51,L2,L2,L2,L2,2010ApJ...710.1142B,15,58.018,0.265,2020yCat.1350....0G,13.84,12.98,12.37,12.66
2MASS J21050130-0533505,J2105-0533,316.2554167,-5.564047222,J210501307-05335057,M8beta,1844.81,2,54,M8beta,M7gamma,M7gamma,,2015AJ....150..182K,102,5.444,1.276,2020yCat.1350....0G,16.42,15.54,15.19,10.1
SDSS J210515.30-003701.5,J2105-0037,316.31375,-0.61708337,J21051530-0037015,L2beta,820.06,2,20,L2beta,L1,L1,,2009A&A...497..619Z,43,0,0,,16.97,15.9,14.91,
SDSS J21071053+05014555,J2107+0501,316.79388,5.0293059,J21071053+05014555,M6,771.87,0,20,M6,M6,M6,,This paper,6,5.215,0.506,2020yCat.1350....0G,15.45,15.56,14.88,9.03
2MASSI J2107316-030733,J2107-0307,316.88205,-3.1260276,J21073169-0307337,L1,6661.35,0,120,L1,L1,L1,L0,2004AJ....127.2856B,12,26.014,0.334,2020yCat.1350....0G,14.2,13.44,12.88,11.28
2MASS J21075409-4544064,J2107-4544,316.97537,-45.735085,J21075409-45440639,L2,1590.32,0,45,L2,L2beta,L2,L2.6V,2008AJ....136.1290R,37,30.835,0.474,2020yCat.1350....0G,14.92,13.95,13.38,12.36
2MASS J21100889+2132483,J2110+2132,317.53705,21.546749,J21100889+2132483,M8,1411.29,0,47,M8,M8,M8,M8V,2004AJ....127.2856B,12,15.492,1.172,2020yCat.1350....0G,15.94,15.28,15.29,11.89
2MASS J21111559-0543437,J2111-0543,317.8149583,-5.728827778,J211115594-05434378,L0,2554.76,0,45,L0,L0,M9gamma,L0.0,2015AJ....150..182K,102,0,0,,16.09,15.61,14.93,
2MASS J21115335-0644172,J2111-0644,317.9722917,-6.738122222,J211153359-06441724,L0,1657.03,0,32,L0,M9,M9,M9,2015AJ....150..182K,102,0,0,,16.9,16.12,15.46,
WISE J21154359-3225404,J2115-3225,318.93161,-32.427891,J21154359-3225404,M8beta,5470.89,2,37,M8beta,d/sdM6,d/sdM6,,2014ApJ...783..122K,54,19.389,0.172,2020yCat.1350....0G,13.79,13.13,12.73,10.23
2MASS J2115579+084115,J2115+0841,318.99124,8.6875,J2115579+084115,d/sdM6,1094.3,-1,27,d/sdM6,M6,M6,,This paper,6,5.29,0.347,2020yCat.1350....0G,15.81,15.19,14.74,9.43
2MASS J21163374-0729200,J2116-0729,319.14059,-7.4888887,J21163374-0729200,L7,1763.92,0,37,L6beta,L6,L3beta,L?,2011ApJ...732...56G,49,0,0,,17.2,16.2,14.98,
PSO J319.3102-29.6682,J2117-2940,319.3101667,-29.66806111,J21171444-2940052,T0,825.74,0,17,T0,T0,T0,T0:,2015ApJ...814..118B,14,76.1,3.5,2021ApJS..253....7K,15.6,14.53,14.15,15.01
2MASS J21171733-1836170,J2117-1836,319.3222,-18.604723,J21171733-1836170,L1,1143.94,0,67,L1,L1,L1,,This paper,6,18.817,0.389,2020yCat.1350....0G,14.76,13.94,13.39,11.13
WISE J211807.07-321713.5,J2118-3217,319.52945,-32.286945,J21180707-3217135,L2beta,931.24,2,30,L2beta,L1,L1,L1.5,2014ApJ...787..126L,4,21.287,1.153,2020yCat.1350....0G,15.44,14.56,14.09,12.09
HB 2115-4518,J2118-4505,319.63208,-45.097778,J2118317-450552,M8,5486.5,0,108,M8,M8,M8,M8.6V,2014ApJ...794..143B,2,36.809,0.181,2020yCat.1350....0G,13.42,12.77,12.37,11.25
SDSS J211846.77-001044.6,J2118-0010,319.69485,-0.17905556,J21184677-00104469,L1,1518.51,0,35,L1,L1,L1,L2.2,2014ApJ...794..143B,2,0,0,,16.2,15.62,15.07,
2MASS J21203387-0747208,J2120-0747,320.141125,-7.789127778,J212033877-07472086,L3,3477.51,0,48,L3,L5,L2,L2.0,2015AJ....150..182K,102,,,,16.82,15.77,14.86,
SDSS J212033.89+102159,J2120+1021,320.14124,10.366389,J21203389+102159,M8,2845.37,0,104,M8,M8,M8,M9V,2014ApJ...794..143B,2,25.832,0.171,2020yCat.1350....0G,13.54,12.86,12.42,10.6
WISE J212321.92-261405.1,J2123-2614,320.84131,-26.234751,J21232192-2614051,T6,760.97,0,2,T6,T6,T5,T5.5,2013ApJS..205....6M,28,40.5,3.3,2021ApJS..253....7K,,,,
2MASS J21233110-2345180,J2123-2345,320.87958,-23.754999,J21233110-2345180,M7gamma,5995.67,1,109,M7gamma,M7gamma,M7gamma,M8.2V,2014ApJ...794..143B,2,22.158,0.163,2020yCat.1350....0G,13.57,12.88,12.54,10.29
WISE J212354.78-365223.4,J2123-3652,320.97824,-36.873055,J21235478-3652234,L2beta,1107.81,2,26,L2beta,L2beta,L2beta,L1.5,2014ApJ...787..126L,4,25.073,0.685,2020yCat.1350....0G,15.38,14.55,13.98,12.38
SDSS J212413.89+010000.3,J2124+0059,321.0578,0.99997222,J21241387+0059599,T5,5373.18,0,12,T5,T5,T5,T6,2006ApJ...637.1067B,1,57,3.2,2020AJ....159..257B,16.03,16.18,16.14,14.81
2MASS J21243864+1849263,J2124+1849,321.1610417,18.82397778,J212438650+18492632,L9,4690.32,0,30,L9,T0,T0,L9,2015AJ....150..182K,102,,,,17.03,15.89,15.36,
2MASS J21263403-3143220,J2126-3143,321.64178,-31.722778,J21263403-3143220,M8,15616.58,0,199,M8,M8,M8,M9.2V,2014ApJ...794..143B,2,40.453,0.203,2020yCat.1350....0G,13.47,12.79,12.36,11.5
HB 2124-4228,J2127-4215,321.85876,-42.255001,J2127261-421518,M8,8342.19,0,104,M8,M8,M8,M8.9V,2014ApJ...794..143B,2,28.757,0.178,2020yCat.1350....0G,13.32,12.66,12.19,10.61
2MASS J2129426-025836,J2129-0258,322.42749,-2.9766667,J2129426-025836,sdM4,3452.77,-2,47,sdM4,sdM4,sdM2,,This paper,6,1.523,0.216,2020yCat.1350....0G,15.99,15.72,15.88,6.91
